XCOORD,YCOORD
41.96597147713796,-71.0277251491692
42.10819944311789,-70.76645761359735
42.13564063412334,-71.22203128055735
42.16051641009722,-71.13145378855938
42.16659014775073,-71.13334549087703
42.17990078922071,-70.91411608881182
42.186803897529465,-71.18497160356716
42.20062640680808,-71.18740725967608
42.20292020718208,-71.1246837687513
42.20294424616012,-71.12394640778083
42.20295141203714,-71.1267877823625
42.202973666019886,-71.12715560500001
42.20298382832354,-71.12258371832023
42.20298659144731,-71.12247305683375
42.20318816071148,-71.1230525072383
42.20318816071148,-71.1230525072383
42.20318827386957,-71.1269471982052
42.2035677483506,-71.10942193330796
42.20429039400595,-71.06906252613291
42.20447800014532,-71.13369394374546
42.20447800014532,-71.13369394374546
42.20447800014532,-71.13369394374546
42.20460312166309,-71.1340224358441
42.20513121452905,-71.13531430939997
42.205414937526434,-71.13591255068246
42.205937033132926,-71.80090657332066
42.20632630178356,-71.13765721161522
42.20704147174283,-71.13891102684144
42.207824907426776,-70.99513424165552
42.20896304977982,-71.14230497539944
42.22426067722029,-71.02442555777776
42.22590748345427,-71.004814005771
42.22680621547493,-71.02048637051283
42.22696291676796,-71.02040883071861
42.23204169802301,-71.12893648846129
42.23324737892997,-71.13152474541285
42.23346877430763,-71.13361485948124
42.23362842906213,-71.12776103163367
42.23418809868736,-71.13327865809796
42.234319268289454,-71.12844725195971
42.23444232744277,-71.01089741413911
42.23445999863585,-71.12227999952714
42.23451846541575,-71.12260192829908
42.234529709231545,-71.12261531279049
42.23466085956712,-71.12977480272238
42.23489698793978,-71.13076004254503
42.23498031141219,-71.12454578557531
42.235102549214986,-71.12482258749273
42.23515175194655,-71.12496130948453
42.23515175194655,-71.12496130948453
42.23515175194655,-71.12496130948453
42.23515175194655,-71.12496130948453
42.23515175194655,-71.12496130948453
42.23515175194655,-71.12496130948453
42.23515175222837,-71.12496130960317
42.23515175222837,-71.12496130960304
42.23515175222837,-71.12496130960304
42.23515175222837,-71.12496130960304
42.23515175222837,-71.12496130960304
42.23515175222837,-71.12496130960304
42.23515175222837,-71.12496130960304
42.23515175222837,-71.12496130960304
42.23515175222845,-71.12496130960304
42.23515175248047,-71.12496130985683
42.23515175248047,-71.12496130985683
42.23517850990003,-71.12498014355653
42.235178819951535,-71.12498045563568
42.23518231604658,-71.12498397459474
42.23518828289308,-71.12504928999267
42.23522494955348,-71.12483938095635
42.235227318221135,-71.1248686369385
42.235227318221135,-71.1248686369385
42.235227318221135,-71.1248686369385
42.235227318221135,-71.1248686369385
42.235227318221135,-71.1248686369385
42.235227318221135,-71.1248686369385
42.235227318221135,-71.1248686369385
42.235227318221135,-71.1248686369385
42.235227318221135,-71.1248686369385
42.235227318221135,-71.1248686369385
42.235227318221135,-71.1248686369385
42.235227318221135,-71.1248686369385
42.235227318221135,-71.1248686369385
42.235227318221135,-71.1248686369385
42.235227318221135,-71.1248686369385
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522731857444,-71.12486863686276
42.23522732006674,-71.12486863678838
42.23522732006674,-71.12486863678838
42.23522732006674,-71.12486863678838
42.23522732006674,-71.12486863678838
42.23522732006674,-71.12486863678838
42.23522886756484,-71.12486855974767
42.23523100113199,-71.12485578473095
42.23523596573791,-71.12486924209321
42.23523596573791,-71.12486924209321
42.23524647552206,-71.12486871888487
42.23525498794127,-71.12505712179971
42.235257137375534,-71.12492351120935
42.235290974281824,-71.12486650360295
42.23529477170111,-71.12486631455593
42.23529882137314,-71.12503035957302
42.23530055822882,-71.12503481164713
42.23530763726532,-71.12505295731023
42.23531114317672,-71.1248654995342
42.23531686314476,-71.12486521477688
42.23533570128367,-71.12514645926385
42.23533570197682,-71.1251464589954
42.23533570197682,-71.1251464589954
42.2353357022134,-71.12514645923339
42.2353357022134,-71.12514645923339
42.2353357022134,-71.12514645923339
42.2353357022134,-71.12514645923339
42.2353357022134,-71.12514645923339
42.2353357022134,-71.12514645923339
42.2353357022134,-71.12514645923339
42.2353357022134,-71.12514645923339
42.2353357022134,-71.12514645923339
42.2353357022134,-71.12514645923339
42.2353357022134,-71.12514645923339
42.2353357022134,-71.12514645923339
42.2353357022134,-71.12514645923339
42.2353357022134,-71.12514645923339
42.2353357022134,-71.12514645923339
42.2353357022134,-71.12514645923339
42.2353357022134,-71.12514645923339
42.2353357022134,-71.12514645923339
42.2353357022134,-71.12514645923339
42.2353357022134,-71.12514645923339
42.2353357022134,-71.12514645923339
42.23533570242146,-71.12514645973408
42.23533570242146,-71.12514645973408
42.23533570242146,-71.12514645973408
42.23533570242146,-71.12514645973408
42.23533570242146,-71.12514645973408
42.23533570311358,-71.12514645897292
42.23533570311366,-71.12514645897281
42.23533570311366,-71.12514645897281
42.23533570311366,-71.12514645897281
42.23533570311366,-71.12514645897281
42.23533570336568,-71.12514645922657
42.23533570336568,-71.12514645922657
42.23533570336568,-71.12514645922657
42.23533570336568,-71.12514645922657
42.23533570336568,-71.12514645922657
42.23533570336568,-71.12514645922657
42.23533570336568,-71.12514645922657
42.23533570336568,-71.12514645922657
42.23533570336568,-71.12514645922657
42.23533570336568,-71.12514645922657
42.23533570336568,-71.12514645922657
42.23533570336568,-71.12514645922657
42.23533570336568,-71.12514645922657
42.23533570336568,-71.12514645922657
42.23533570336568,-71.12514645922657
42.23533570336568,-71.12514645922657
42.23533570336568,-71.12514645922657
42.23533570336568,-71.12514645922657
42.23533570336577,-71.12514645922657
42.23533570336577,-71.12514645922657
42.23533570336577,-71.12514645922657
42.23533570336577,-71.12514645922657
42.23533570336577,-71.12514645922657
42.23533570336577,-71.12514645922657
42.23533570336577,-71.12514645922657
42.23533570336577,-71.12514645922657
42.23533570336577,-71.12514645922657
42.23533570336577,-71.12514645922657
42.23533570336577,-71.12514645922657
42.23533570336577,-71.12514645922657
42.23533570336577,-71.12514645922657
42.23533570336577,-71.12514645922657
42.23533570336577,-71.12514645922657
42.23533570336577,-71.12514645922657
42.23533570336577,-71.12514645922657
42.23533570336577,-71.12514645922657
42.23533570336577,-71.12514645922657
42.23533570336577,-71.12514645922657
42.23533570336577,-71.12514645922657
42.2353409130755,-71.12514306120787
42.23534273671306,-71.12514544460414
42.23536024112192,-71.12513670638246
42.235410921498485,-71.13274905417718
42.235410921498485,-71.13274905417718
42.23542174689105,-71.12561030010474
42.23543526791141,-71.12536582453163
42.23545107927242,-71.12542407015137
42.2355114541374,-71.12556934187401
42.23553574408355,-71.13720083727607
42.23554167431353,-71.12597886853722
42.23555162656047,-71.12566600074955
42.23555162656047,-71.12566600074955
42.235588735999855,-71.12611693616353
42.23565290092283,-71.12630518335071
42.23565290092283,-71.12630518335071
42.23565290092283,-71.12630518335071
42.23565290135012,-71.12630518376046
42.23565290135012,-71.12630518376046
42.23565290135012,-71.12630518376046
42.23569457816979,-71.12485157284215
42.23569502544712,-71.12603792738726
42.23576096717572,-71.12622411188511
42.23576096717572,-71.12622411188511
42.23576096717572,-71.12622411188511
42.23576096725561,-71.12622411217018
42.23576096725561,-71.12622411217018
42.23576096725561,-71.12622411217018
42.23578759623104,-71.12672807292144
42.23583695862028,-71.12649529432286
42.23598433141257,-71.12734575636178
42.23605474760238,-71.12723575034323
42.2361104207711,-71.12761015009217
42.23611280055946,-71.12763575583958
42.23613261566212,-71.12775653731445
42.23614064245561,-71.127922050224
42.236146265239086,-71.127962448496
42.23616073432174,-71.12806641324116
42.23617724011209,-71.12837505803397
42.23618668634041,-71.12822374458891
42.2361944560047,-71.12821929971888
42.236206512303625,-71.13235833692359
42.236212810751496,-71.12835578887514
42.23621350698449,-71.12835863243778
42.23623960998071,-71.12846527673979
42.23624041289825,-71.12846855653139
42.23625327962175,-71.1285211245221
42.23625328053012,-71.12852112823339
42.23633570806873,-71.12881339451324
42.23633570806873,-71.12881339451324
42.23633570806873,-71.12881339451324
42.23633570806873,-71.12881339451324
42.23633570806873,-71.12881339451324
42.23633570816816,-71.1288133948582
42.23633570816816,-71.12881339485807
42.23633570816816,-71.12881339485807
42.23633570824489,-71.12881339458842
42.23633570829982,-71.12881339528535
42.23633570829982,-71.12881339528535
42.23633570829982,-71.12881339528535
42.23634090329941,-71.12621798762174
42.23636043446967,-71.12889362074951
42.23636043446967,-71.12889362074951
42.236363219562605,-71.12880581425671
42.23639087282957,-71.12879381274657
42.2363987370137,-71.12901790090349
42.2363987370137,-71.12901790090349
42.2363987370138,-71.12901790090349
42.2363987370138,-71.12901790090349
42.2363987370138,-71.12901790090349
42.2363987370138,-71.12901790090349
42.2363987370138,-71.12901790090349
42.2363987370138,-71.12901790090349
42.23639873745308,-71.12901790140687
42.23640804285347,-71.1290499141994
42.236409302161285,-71.12905424638473
42.23647945214421,-71.12929557187377
42.2365829501053,-71.12870609175181
42.23660938033812,-71.12974713830562
42.2366093804888,-71.12974713871314
42.23663201284628,-71.12981995583743
42.236632274802055,-71.12982079865253
42.236632274802055,-71.12982079865253
42.23663243007468,-71.13215476221414
42.236667734949656,-71.12993488787835
42.23667363158357,-71.12995385972641
42.23667363158357,-71.12995385972641
42.23669626751472,-71.13003235250062
42.23680530401704,-71.13041045073214
42.23681748585259,-71.13045269321984
42.236855466237216,-71.13059389906253
42.23693779150464,-71.13090830621928
42.23693779150464,-71.13090830621928
42.23693779150464,-71.13090830621928
42.23693779150464,-71.13090830621917
42.23693779158304,-71.13090830662603
42.236944945256745,-71.13093560796005
42.236944945256745,-71.13093560796005
42.23694677454096,-71.13094258928653
42.23695837759411,-71.13098687151957
42.23697240812308,-71.13104041787145
42.23697426065163,-71.13104748752939
42.2369891084301,-71.13110415399775
42.23699768148952,-71.1311368726661
42.236998687889205,-71.13114071354735
42.23704064536142,-71.13130084298014
42.23705047935497,-71.13133829831953
42.23711461323753,-71.13157247815656
42.23714583925625,-71.13168510035136
42.237219869444544,-71.13187114746597
42.23723582990792,-71.13190118551526
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
42.23723583190432,-71.13190118468708
